DATE,CPI,INFLATION,UNRATE,REALRATE,FEDFUNDS,LFPART
1988-10-01,119.9,4.3,5.4,3.1,8.3,66.0
1988-11-01,120.3,4.2,5.3,3.0,8.4,66.2
1988-12-01,120.7,4.4,5.3,3.3,8.8,66.1
1989-01-01,121.2,4.5,5.4,3.3,9.1,66.5
1989-02-01,121.6,4.6,5.2,3.4,9.4,66.3
1989-03-01,122.2,4.9,5.0,3.5,9.8,66.3
1989-04-01,123.1,5.0,5.2,4.1,9.8,66.4
1989-05-01,123.7,5.3,5.2,4.5,9.8,66.3
1989-06-01,124.1,5.2,5.3,4.5,9.5,66.5
1989-07-01,124.5,5.1,5.2,3.9,9.2,66.5
1989-08-01,124.5,4.6,5.2,3.7,9.0,66.5
1989-09-01,124.8,4.4,5.3,4.0,9.0,66.4
1989-10-01,125.4,4.6,5.3,3.9,8.8,66.5
1989-11-01,125.9,4.7,5.4,3.9,8.6,66.6
1989-12-01,126.3,4.6,5.4,3.9,8.4,66.5
1990-01-01,127.5,5.2,5.4,3.8,8.2,66.8
1990-02-01,128.0,5.3,5.3,3.4,8.2,66.7
1990-03-01,128.6,5.2,5.2,4.4,8.3,66.7
1990-04-01,128.9,4.7,5.4,4.5,8.3,66.6
1990-05-01,129.1,4.4,5.4,4.3,8.2,66.6
1990-06-01,129.9,4.7,5.2,3.7,8.3,66.4
1990-07-01,130.5,4.8,5.5,4.3,8.2,66.5
1990-08-01,131.6,5.7,5.7,3.9,8.1,66.5
1990-09-01,132.5,6.2,5.9,2.9,8.2,66.4
1990-10-01,133.4,6.4,5.9,2.6,8.1,66.4
1990-11-01,133.7,6.2,6.2,2.1,7.8,66.4
1990-12-01,134.2,6.3,6.3,2.1,7.3,66.4
1991-01-01,134.7,5.6,6.4,2.7,6.9,66.2
1991-02-01,134.8,5.3,6.6,3.0,6.2,66.2
1991-03-01,134.8,4.8,6.8,2.8,6.1,66.3
1991-04-01,135.1,4.8,6.7,3.4,5.9,66.4
1991-05-01,135.6,5.0,6.9,3.2,5.8,66.2
1991-06-01,136.0,4.7,6.9,3.0,5.9,66.2
1991-07-01,136.2,4.4,6.8,2.9,5.8,66.1
1991-08-01,136.6,3.8,6.9,2.7,5.7,66.0
1991-09-01,137.0,3.4,6.9,2.6,5.4,66.2
1991-10-01,137.2,2.8,7.0,2.2,5.2,66.1
1991-11-01,137.8,3.1,7.0,2.1,4.8,66.1
1991-12-01,138.2,3.0,7.3,1.6,4.4,66.0
1992-01-01,138.3,2.7,7.3,1.5,4.0,66.3
1992-02-01,138.6,2.8,7.4,1.5,4.1,66.2
1992-03-01,139.1,3.2,7.4,1.4,4.0,66.4
1992-04-01,139.4,3.2,7.4,1.7,3.7,66.5
1992-05-01,139.7,3.0,7.6,1.5,3.8,66.6
1992-06-01,140.1,3.0,7.8,1.3,3.8,66.7
1992-07-01,140.5,3.2,7.7,1.3,3.2,66.7
1992-08-01,140.8,3.1,7.6,1.1,3.3,66.6
1992-09-01,141.1,3.0,7.6,1.0,3.2,66.5
1992-10-01,141.7,3.3,7.3,0.7,3.1,66.2
1992-11-01,142.1,3.1,7.4,0.9,3.1,66.3
1992-12-01,142.3,3.0,7.4,1.1,2.9,66.3
1993-01-01,142.8,3.3,7.3,0.9,3.0,66.2
1993-02-01,143.1,3.2,7.1,0.8,3.0,66.2
1993-03-01,143.3,3.0,7.0,0.6,3.1,66.2
1993-04-01,143.8,3.2,7.1,0.7,3.0,66.1
1993-05-01,144.2,3.2,7.1,0.6,3.0,66.4
1993-06-01,144.3,3.0,7.0,1.3,3.0,66.5
1993-07-01,144.5,2.8,6.9,0.8,3.1,66.4
1993-08-01,144.8,2.8,6.8,0.9,3.0,66.4
1993-09-01,145.0,2.8,6.7,0.8,3.1,66.2
1993-10-01,145.6,2.8,6.8,0.5,3.0,66.3
1993-11-01,146.0,2.7,6.6,0.7,3.0,66.3
1993-12-01,146.3,2.8,6.5,0.9,3.0,66.4
1994-01-01,146.3,2.5,6.6,0.9,3.0,66.6
1994-02-01,146.7,2.5,6.6,0.8,3.2,66.6
1994-03-01,147.1,2.7,6.5,0.3,3.3,66.5
1994-04-01,147.2,2.4,6.4,1.3,3.6,66.5
1994-05-01,147.5,2.3,6.1,1.6,4.0,66.6
1994-06-01,147.9,2.5,6.1,1.3,4.2,66.4
1994-07-01,148.4,2.7,6.1,1.5,4.3,66.4
1994-08-01,149.0,2.9,6.0,2.0,4.5,66.6
1994-09-01,149.3,3.0,5.9,2.0,4.7,66.6
1994-10-01,149.4,2.6,5.8,2.0,4.8,66.7
1994-11-01,149.8,2.6,5.6,2.0,5.3,66.7
1994-12-01,150.1,2.6,5.5,2.0,5.4,66.7
1995-01-01,150.5,2.9,5.6,2.3,5.5,66.8
1995-02-01,150.9,2.9,5.4,2.3,5.9,66.8
1995-03-01,151.2,2.8,5.4,2.2,6.0,66.7
1995-04-01,151.8,3.1,5.8,2.4,6.0,66.9
1995-05-01,152.1,3.1,5.6,3.7,6.0,66.5
1995-06-01,152.4,3.0,5.6,3.1,6.0,66.5
1995-07-01,152.6,2.8,5.7,2.4,5.8,66.6
1995-08-01,152.9,2.6,5.7,2.5,5.7,66.6
1995-09-01,153.1,2.5,5.6,2.2,5.8,66.6
1995-10-01,153.5,2.7,5.5,2.5,5.8,66.6
1995-11-01,153.7,2.6,5.6,2.3,5.8,66.5
1995-12-01,153.9,2.5,5.6,3.1,5.6,66.4
1996-01-01,154.7,2.8,5.6,2.4,5.6,66.4
1996-02-01,155.0,2.7,5.5,2.1,5.2,66.6
1996-03-01,155.5,2.8,5.5,2.6,5.3,66.6
1996-04-01,156.1,2.8,5.6,2.6,5.2,66.7
1996-05-01,156.4,2.8,5.6,2.3,5.2,66.7
1996-06-01,156.7,2.8,5.3,2.4,5.3,66.7
1996-07-01,157.0,2.9,5.5,2.7,5.4,66.9
1996-08-01,157.2,2.8,5.1,2.5,5.2,66.7
1996-09-01,157.7,3.0,5.2,2.7,5.3,66.9
1996-10-01,158.2,3.1,5.2,2.4,5.2,67.0
1996-11-01,158.7,3.3,5.4,2.2,5.3,67.0
1996-12-01,159.1,3.4,5.4,2.5,5.3,67.0
1997-01-01,159.4,3.0,5.3,2.1,5.2,67.0
1997-02-01,159.7,3.0,5.2,2.0,5.2,66.9
1997-03-01,159.8,2.8,5.2,2.4,5.4,67.1
1997-04-01,159.9,2.4,5.1,2.6,5.5,67.1
1997-05-01,159.9,2.2,4.9,2.6,5.5,67.1
1997-06-01,160.2,2.2,5.0,2.8,5.6,67.1
1997-07-01,160.4,2.2,4.9,2.9,5.5,67.2
1997-08-01,160.8,2.3,4.8,2.6,5.5,67.2
1997-09-01,161.2,2.2,4.9,2.8,5.5,67.1
1997-10-01,161.5,2.1,4.7,2.3,5.5,67.1
1997-11-01,161.7,1.9,4.6,2.2,5.5,67.2
1997-12-01,161.8,1.7,4.7,2.8,5.5,67.2
1998-01-01,162.0,1.6,4.6,2.7,5.6,67.1
1998-02-01,162.0,1.4,4.6,2.5,5.5,67.1
1998-03-01,162.0,1.4,4.7,2.7,5.5,67.1
1998-04-01,162.2,1.4,4.3,2.7,5.4,67.0
1998-05-01,162.6,1.7,4.4,2.6,5.5,67.0
1998-06-01,162.8,1.6,4.5,2.9,5.6,67.0
1998-07-01,163.2,1.7,4.5,2.3,5.5,67.0
1998-08-01,163.4,1.6,4.5,2.3,5.6,67.0
1998-09-01,163.5,1.4,4.6,2.2,5.5,67.2
1998-10-01,163.9,1.5,4.5,2.1,5.1,67.2
1998-11-01,164.1,1.5,4.4,2.0,4.8,67.1
1998-12-01,164.4,1.6,4.4,2.4,4.7,67.2
1999-01-01,164.7,1.7,4.3,2.0,4.6,67.2
1999-02-01,164.7,1.7,4.4,1.9,4.8,67.2
1999-03-01,164.8,1.7,4.2,2.4,4.8,67.0
1999-04-01,165.9,2.3,4.3,2.5,4.7,67.1
1999-05-01,166.0,2.1,4.2,2.2,4.7,67.1
1999-06-01,166.0,2.0,4.3,3.4,4.8,67.1
1999-07-01,166.7,2.1,4.3,2.5,5.0,67.1
1999-08-01,167.1,2.3,4.2,2.6,5.1,67.0
1999-09-01,167.8,2.6,4.2,2.7,5.2,67.0
1999-10-01,168.1,2.6,4.1,2.3,5.2,67.0
1999-11-01,168.4,2.6,4.1,2.2,5.4,67.1
1999-12-01,168.8,2.7,4.0,1.8,5.3,67.1
2000-01-01,169.3,2.8,4.0,2.7,5.4,67.3
2000-02-01,170.0,3.2,4.1,2.6,5.7,67.3
2000-03-01,171.0,3.8,4.0,2.7,5.8,67.3
2000-04-01,170.9,3.0,3.8,2.9,6.0,67.3
2000-05-01,171.2,3.1,4.0,2.8,6.3,67.1
2000-06-01,172.2,3.7,4.0,2.0,6.5,67.1
2000-07-01,172.7,3.6,4.0,3.4,6.5,66.9
2000-08-01,172.7,3.4,4.1,3.2,6.5,66.9
2000-09-01,173.6,3.5,3.9,3.0,6.5,66.9
2000-10-01,173.9,3.5,3.9,3.0,6.5,66.8
2000-11-01,174.2,3.4,3.9,2.8,6.5,66.9
2000-12-01,174.6,3.4,3.9,2.3,6.4,67.0
2001-01-01,175.6,3.7,4.2,3.1,6.0,67.2
2001-02-01,176.0,3.5,4.2,2.8,5.5,67.1
2001-03-01,176.1,3.0,4.3,3.6,5.3,67.2
2001-04-01,176.4,3.2,4.4,2.4,4.8,66.9
2001-05-01,177.3,3.6,4.3,1.9,4.2,66.7
2001-06-01,177.7,3.2,4.5,1.4,4.0,66.7
2001-07-01,177.4,2.7,4.6,1.7,3.8,66.8
2001-08-01,177.4,2.7,4.9,1.6,3.6,66.5
2001-09-01,178.1,2.6,5.0,0.3,3.1,66.8
2001-10-01,177.6,2.1,5.3,1.0,2.5,66.7
2001-11-01,177.5,1.9,5.5,1.1,2.1,66.7
2001-12-01,177.4,1.6,5.7,-0.2,1.8,66.7
2002-01-01,177.7,1.2,5.7,0.8,1.7,66.5
2002-02-01,178.0,1.1,5.7,0.9,1.7,66.8
2002-03-01,178.5,1.4,5.7,1.1,1.7,66.6
2002-04-01,179.3,1.6,5.9,0.5,1.8,66.7
2002-05-01,179.5,1.2,5.8,0.1,1.8,66.7
2002-06-01,179.6,1.1,5.8,0.4,1.8,66.6
2002-07-01,180.0,1.5,5.8,0.3,1.7,66.5
2002-08-01,180.5,1.7,5.7,0.2,1.7,66.6
2002-09-01,180.8,1.5,5.7,-0.0,1.8,66.7
2002-10-01,181.2,2.0,5.7,-0.2,1.8,66.6
2002-11-01,181.5,2.3,5.9,-0.3,1.3,66.4
2002-12-01,181.8,2.5,6.0,-0.1,1.2,66.3
2003-01-01,182.6,2.8,5.8,-0.2,1.2,66.4
2003-02-01,183.6,3.1,5.9,-0.2,1.3,66.4
2003-03-01,183.9,3.0,5.9,-0.2,1.2,66.3
2003-04-01,183.2,2.2,6.0,-0.1,1.3,66.4
2003-05-01,182.9,1.9,6.1,0.1,1.3,66.4
2003-06-01,183.1,1.9,6.3,-1.2,1.2,66.5
2003-07-01,183.7,2.1,6.2,-0.1,1.0,66.2
2003-08-01,184.5,2.2,6.1,0.1,1.0,66.1
2003-09-01,185.1,2.4,6.1,0.1,1.0,66.1
2003-10-01,184.9,2.0,6.0,-0.2,1.0,66.1
2003-11-01,185.0,1.9,5.8,-0.2,1.0,66.1
2003-12-01,185.5,2.0,5.7,-0.6,1.0,65.9
2004-01-01,186.3,2.0,5.7,-0.1,1.0,66.1
2004-02-01,186.7,1.7,5.6,-0.4,1.0,66.0
2004-03-01,187.1,1.7,5.8,-0.1,1.0,66.0
2004-04-01,187.4,2.3,5.6,-0.4,1.0,65.9
2004-05-01,188.2,2.9,5.6,-0.5,1.0,66.0
2004-06-01,188.9,3.2,5.6,-1.0,1.0,66.1
2004-07-01,189.1,2.9,5.5,-0.4,1.3,66.1
2004-08-01,189.2,2.5,5.4,-0.5,1.4,66.0
2004-09-01,189.8,2.5,5.4,-1.3,1.6,65.8
2004-10-01,190.8,3.2,5.5,-0.2,1.8,65.9
2004-11-01,191.7,3.6,5.4,-0.0,1.9,66.0
2004-12-01,191.7,3.3,5.4,1.2,2.2,65.9
2005-01-01,191.6,2.8,5.3,0.3,2.3,65.8
2005-02-01,192.4,3.1,5.4,0.5,2.5,65.9
2005-03-01,193.1,3.2,5.2,0.6,2.6,65.9
2005-04-01,193.7,3.4,5.2,0.5,2.8,66.1
2005-05-01,193.6,2.9,5.1,0.7,3.0,66.1
2005-06-01,193.7,2.5,5.0,0.8,3.0,66.1
2005-07-01,194.9,3.1,5.0,1.1,3.3,66.1
2005-08-01,196.1,3.6,4.9,1.3,3.5,66.2
2005-09-01,198.8,4.7,5.0,2.0,3.6,66.1
2005-10-01,199.1,4.4,5.0,1.2,3.8,66.1
2005-11-01,198.1,3.3,5.0,1.3,4.0,66.0
2005-12-01,198.1,3.3,4.9,0.9,4.2,66.0
2006-01-01,199.3,4.0,4.7,2.0,4.3,66.0
2006-02-01,199.4,3.6,4.8,2.1,4.5,66.1
2006-03-01,199.7,3.4,4.7,3.2,4.6,66.2
2006-04-01,200.7,3.6,4.7,2.1,4.8,66.1
2006-05-01,201.3,4.0,4.6,2.3,4.9,66.1
2006-06-01,201.8,4.2,4.6,2.4,5.0,66.2
2006-07-01,202.9,4.1,4.7,2.2,5.2,66.1
2006-08-01,203.8,3.9,4.7,2.2,5.2,66.2
2006-09-01,202.8,2.0,4.5,2.8,5.2,66.1
2006-10-01,201.9,1.4,4.4,2.8,5.2,66.2
2006-11-01,202.0,2.0,4.5,3.4,5.2,66.3
2006-12-01,203.1,2.5,4.4,3.4,5.2,66.4
2007-01-01,203.4,2.1,4.6,2.3,5.2,66.4
2007-02-01,204.2,2.4,4.5,2.5,5.3,66.3
2007-03-01,205.3,2.8,4.4,2.1,5.3,66.2
2007-04-01,205.9,2.6,4.5,2.1,5.2,65.9
2007-05-01,206.8,2.7,4.4,1.5,5.2,66.0
2007-06-01,207.2,2.7,4.6,1.1,5.2,66.0
2007-07-01,207.6,2.3,4.7,1.9,5.3,66.0
2007-08-01,207.7,1.9,4.6,2.1,5.0,65.8
2007-09-01,208.5,2.8,4.7,1.8,4.9,66.0
2007-10-01,209.2,3.6,4.7,1.7,4.8,65.8
2007-11-01,210.8,4.4,4.7,2.2,4.5,66.0
2007-12-01,211.4,4.1,5.0,1.5,4.2,66.0
2008-01-01,212.2,4.3,5.0,1.1,3.9,66.2
2008-02-01,212.7,4.1,4.9,0.3,3.0,66.0
2008-03-01,213.4,4.0,5.1,0.6,2.6,66.1
2008-04-01,213.9,3.9,5.0,0.1,2.3,65.9
2008-05-01,215.2,4.1,5.4,-0.4,2.0,66.1
2008-06-01,217.5,4.9,5.6,-0.4,2.0,66.1
2008-07-01,219.0,5.5,5.8,-0.8,2.0,66.1
2008-08-01,218.7,5.3,6.1,-1.5,2.0,66.1
2008-09-01,218.9,5.0,6.1,-1.0,1.8,66.0
2008-10-01,217.0,3.7,6.5,1.2,1.0,66.0
2008-11-01,213.2,1.1,6.8,2.8,0.4,65.9
2008-12-01,211.4,-0.0,7.3,2.5,0.2,65.8
2009-01-01,211.9,-0.1,7.8,2.0,0.2,65.7
2009-02-01,212.7,0.0,8.3,2.1,0.2,65.8
2009-03-01,212.5,-0.4,8.7,3.2,0.2,65.6
2009-04-01,212.7,-0.6,9.0,0.1,0.2,65.7
2009-05-01,213.0,-1.0,9.4,0.1,0.2,65.7
2009-06-01,214.8,-1.2,9.5,0.5,0.2,65.7
2009-07-01,214.7,-2.0,9.5,-0.1,0.2,65.5
2009-08-01,215.4,-1.5,9.6,-1.0,0.2,65.4
2009-09-01,215.9,-1.4,9.8,-1.9,0.2,65.1
2009-10-01,216.5,-0.2,10.0,-0.8,0.1,65.0
2009-11-01,217.2,1.9,9.9,-1.0,0.1,65.0
2009-12-01,217.3,2.8,9.9,-1.2,0.1,64.6
2010-01-01,217.5,2.6,9.8,-0.8,0.1,64.8
2010-02-01,217.3,2.2,9.8,-1.1,0.1,64.9
2010-03-01,217.4,2.3,9.9,-1.6,0.2,64.9
2010-04-01,217.4,2.2,9.9,-0.4,0.2,65.2
2010-05-01,217.3,2.0,9.6,-0.5,0.2,64.9
2010-06-01,217.2,1.1,9.4,-0.4,0.2,64.6
2010-07-01,217.6,1.3,9.4,-0.1,0.2,64.6
2010-08-01,217.9,1.2,9.5,-0.7,0.2,64.7
2010-09-01,218.3,1.1,9.5,-0.1,0.2,64.6
2010-10-01,219.0,1.2,9.4,-1.0,0.2,64.4
2010-11-01,219.6,1.1,9.8,-1.2,0.2,64.6
2010-12-01,220.5,1.4,9.3,-0.9,0.2,64.3
2011-01-01,221.2,1.7,9.1,-1.1,0.2,64.2
2011-02-01,221.9,2.1,9.0,-1.4,0.2,64.1
2011-03-01,223.0,2.6,9.0,-1.5,0.1,64.2
2011-04-01,224.1,3.1,9.1,-1.5,0.1,64.2
2011-05-01,224.8,3.5,9.0,-2.1,0.1,64.1
2011-06-01,224.8,3.5,9.1,-2.0,0.1,64.0
2011-07-01,225.4,3.6,9.0,-2.6,0.1,64.0
2011-08-01,226.1,3.8,9.0,-1.3,0.1,64.1
2011-09-01,226.6,3.8,9.0,-0.7,0.1,64.2
2011-10-01,226.8,3.5,8.8,-1.6,0.1,64.1
2011-11-01,227.2,3.5,8.6,-1.6,0.1,64.1
2011-12-01,227.2,3.1,8.5,-2.0,0.1,64.0
2012-01-01,227.8,3.0,8.3,-1.6,0.1,63.7
2012-02-01,228.3,2.9,8.3,-1.7,0.1,63.8
2012-03-01,228.8,2.6,8.2,-1.3,0.1,63.8
2012-04-01,229.2,2.3,8.2,-1.9,0.1,63.7
2012-05-01,228.7,1.7,8.2,-1.3,0.2,63.7
2012-06-01,228.5,1.7,8.2,-0.4,0.2,63.8
2012-07-01,228.6,1.4,8.2,-1.2,0.2,63.7
2012-08-01,229.9,1.7,8.1,-1.2,0.1,63.5
2012-09-01,231.0,1.9,7.8,-2.1,0.1,63.6
2012-10-01,231.6,2.2,7.8,-1.7,0.2,63.8
2012-11-01,231.2,1.8,7.7,-1.5,0.2,63.6
2012-12-01,231.2,1.8,7.9,-2.5,0.2,63.7
2013-01-01,231.7,1.7,8.0,-1.1,0.1,63.7
2013-02-01,232.9,2.0,7.7,-0.9,0.2,63.4
2013-03-01,232.3,1.5,7.5,0.5,0.1,63.3
2013-04-01,231.8,1.1,7.6,-0.8,0.2,63.4
2013-05-01,231.9,1.4,7.5,-0.5,0.1,63.4
2013-06-01,232.4,1.7,7.5,-0.7,0.1,63.4
2013-07-01,232.9,1.9,7.3,-0.2,0.1,63.3
2013-08-01,233.5,1.5,7.2,-1.6,0.1,63.3
2013-09-01,233.5,1.1,7.2,-1.4,0.1,63.2
2013-10-01,233.7,0.9,7.2,-1.1,0.1,62.8
2013-11-01,234.1,1.2,6.9,-1.0,0.1,63.0
2013-12-01,234.7,1.5,6.7,-1.9,0.1,62.9
2014-01-01,235.3,1.6,6.6,-1.3,0.1,62.9
2014-02-01,235.5,1.1,6.7,-1.4,0.1,62.9
2014-03-01,236.0,1.6,6.7,-0.9,0.1,63.1
2014-04-01,236.5,2.0,6.2,-1.3,0.1,62.8
2014-05-01,236.9,2.2,6.3,-1.5,0.1,62.9
2014-06-01,237.2,2.1,6.1,-1.2,0.1,62.8
2014-07-01,237.5,2.0,6.2,-1.8,0.1,62.9
2014-08-01,237.5,1.7,6.1,-1.3,0.1,62.9
2014-09-01,237.5,1.7,5.9,-2.0,0.1,62.8
2014-10-01,237.4,1.6,5.7,-1.1,0.1,62.9
2014-11-01,237.0,1.2,5.8,-0.3,0.1,62.9
2014-12-01,236.3,0.7,5.6,-2.5,0.1,62.8
2015-01-01,234.7,-0.2,5.7,1.1,0.1,62.9
2015-02-01,235.3,-0.1,5.5,1.5,0.1,62.7
2015-03-01,236.0,-0.0,5.4,0.9,0.1,62.6
2015-04-01,236.2,-0.1,5.4,-0.8,0.1,62.8
2015-05-01,237.0,0.0,5.6,-1.0,0.1,62.9
2015-06-01,237.7,0.2,5.3,-1.2,0.1,62.7
2015-07-01,238.0,0.2,5.2,-1.3,0.1,62.6
2015-08-01,238.0,0.2,5.1,-1.3,0.1,62.6
2015-09-01,237.5,0.0,5.0,-1.7,0.1,62.4
2015-10-01,237.7,0.1,5.0,-0.8,0.1,62.5
2015-11-01,238.0,0.4,5.1,-0.7,0.1,62.5
2015-12-01,237.8,0.6,5.0,-0.7,0.2,62.7
2016-01-01,237.7,1.2,4.8,-0.9,0.3,62.7
2016-02-01,237.3,0.8,4.9,-0.2,0.4,62.8
2016-03-01,238.1,0.9,5.0,0.2,0.4,63.0
2016-04-01,239.0,1.2,5.1,-1.2,0.4,62.9
2016-05-01,239.6,1.1,4.8,-1.2,0.4,62.7
2016-06-01,240.2,1.1,4.9,-0.6,0.4,62.7
2016-07-01,240.1,0.9,4.8,-1.5,0.4,62.8
2016-08-01,240.5,1.1,4.9,-1.4,0.4,62.9
2016-09-01,241.2,1.5,5.0,-2.2,0.4,62.9
2016-10-01,241.7,1.7,4.9,-1.7,0.4,62.8
2016-11-01,242.0,1.7,4.7,-1.9,0.4,62.7
2016-12-01,242.6,2.1,4.7,-2.3,0.5,62.7
2017-01-01,243.6,2.5,4.7,-1.4,0.6,62.8
2017-02-01,244.0,2.8,4.6,-1.2,0.7,62.9
2017-03-01,243.9,2.4,4.4,-0.2,0.8,62.9
2017-04-01,244.2,2.2,4.4,-0.6,0.9,63.0
2017-05-01,244.0,1.9,4.4,-0.4,0.9,62.8
2017-06-01,244.2,1.6,4.3,0.7,1.0,62.8
2017-07-01,244.2,1.7,4.3,-0.4,1.2,62.9
2017-08-01,245.2,1.9,4.4,-0.4,1.2,62.9
2017-09-01,246.4,2.2,4.3,-1.0,1.2,63.1
2017-10-01,246.6,2.0,4.2,-0.8,1.2,62.7
2017-11-01,247.3,2.2,4.2,-1.0,1.2,62.7
2017-12-01,247.8,2.1,4.1,-2.8,1.3,62.7
2018-01-01,248.9,2.2,4.0,-0.8,1.4,62.7
2018-02-01,249.5,2.3,4.1,-0.8,1.4,63.0
2018-03-01,249.6,2.3,4.0,1.3,1.5,62.9
2018-04-01,250.2,2.5,4.0,0.8,1.7,62.9
2018-05-01,250.8,2.8,3.8,0.4,1.7,62.9
2018-06-01,251.0,2.8,4.0,0.8,1.8,63.0
2018-07-01,251.2,2.9,3.8,-0.1,1.9,63.0
2018-08-01,251.7,2.6,3.8,-0.1,1.9,62.6
2018-09-01,252.2,2.3,3.7,-0.7,2.0,62.8
2018-10-01,252.8,2.5,3.8,-0.2,2.2,62.9
2018-11-01,252.6,2.1,3.8,0.1,2.2,62.9
2018-12-01,252.8,2.0,3.9,0.5,2.3,63.0
2019-01-01,252.6,1.5,4.0,0.6,2.4,63.1
2019-02-01,253.3,1.5,3.8,0.6,2.4,63.1
2019-03-01,254.3,1.9,3.8,5.7,2.4,63.0
2019-04-01,255.2,2.0,3.7,3.1,2.4,62.8
2019-05-01,255.3,1.8,3.6,1.9,2.4,62.9
2019-06-01,255.2,1.7,3.6,1.8,2.4,63.0
2019-07-01,255.8,1.8,3.7,1.1,2.4,63.1
2019-08-01,256.0,1.7,3.6,0.6,2.1,63.1
2019-09-01,256.4,1.7,3.5,0.3,2.0,63.2
2019-10-01,257.2,1.7,3.6,-0.0,1.8,63.3
2019-11-01,257.9,2.1,3.6,-0.2,1.6,63.3
2019-12-01,258.6,2.3,3.6,-0.3,1.6,63.3
2020-01-01,258.9,2.5,3.6,-0.6,1.6,63.3
2020-02-01,259.2,2.3,3.5,-0.5,1.6,63.3
2020-03-01,258.2,1.5,4.4,3.4,0.6,62.6
2020-04-01,256.1,0.3,14.8,3.2,0.0,60.1
2020-05-01,255.8,0.2,13.2,2.9,0.0,60.8
2020-06-01,257.0,0.7,11.0,1.4,0.1,61.5
2020-07-01,258.4,1.0,10.2,-0.7,0.1,61.5
2020-08-01,259.4,1.3,8.4,-1.2,0.1,61.7
2020-09-01,260.0,1.4,7.8,-1.3,0.1,61.5
2020-10-01,260.2,1.2,6.8,-1.2,0.1,61.7
2020-11-01,260.9,1.2,6.7,-1.3,0.1,61.5
2020-12-01,262.0,1.3,6.7,-1.8,0.1,61.5
2021-01-01,262.5,1.4,6.4,-1.6,0.1,61.3
2021-02-01,263.6,1.7,6.2,-2.0,0.1,61.4
2021-03-01,264.9,2.6,6.1,-1.5,0.1,61.5
2021-04-01,266.8,4.1,6.1,-1.5,0.1,61.6
2021-05-01,268.5,4.9,5.8,-1.7,0.1,61.5
2021-06-01,270.7,5.3,5.9,-1.9,0.1,61.7
2021-07-01,272.0,5.3,5.4,-2.0,0.1,61.8
2021-08-01,272.8,5.2,5.1,-3.2,0.1,61.8
2021-09-01,273.9,5.4,4.7,-3.5,0.1,61.7
2021-10-01,276.4,6.2,4.5,-1.8,0.1,61.8
2021-11-01,278.8,6.9,4.1,-2.6,0.1,61.9
2021-12-01,280.8,7.2,3.9,-2.9,0.1,62.0
2022-01-01,282.4,7.6,4.0,-2.2,0.1,62.2
2022-02-01,284.5,7.9,3.8,-2.6,0.1,62.2
2022-03-01,287.6,8.5,3.6,-3.0,0.2,62.3
2022-04-01,288.8,8.3,3.7,-3.3,0.3,62.2
2022-05-01,291.4,8.5,3.6,-3.3,0.8,62.3
2022-06-01,295.0,9.0,3.6,-4.0,1.2,62.2
2022-07-01,295.0,8.4,3.5,-1.4,1.7,62.1
2022-08-01,295.2,8.2,3.6,-1.5,2.3,62.4
2022-09-01,296.3,8.2,3.5,-2.6,2.6,62.3
2022-10-01,297.9,7.8,3.6,0.0,3.1,62.3
2022-11-01,298.6,7.1,3.6,0.2,3.8,62.1
2022-12-01,298.8,6.4,3.5,0.8,4.1,62.3
2023-01-01,300.4,6.4,3.4,1.4,4.3,62.4
2023-02-01,301.5,6.0,3.6,1.4,4.6,62.5
2023-03-01,301.7,4.9,3.5,2.6,4.6,62.6
2023-04-01,303.0,4.9,3.4,1.2,4.8,62.6
2023-05-01,303.4,4.1,3.7,1.1,5.1,62.6
2023-06-01,304.0,3.1,3.6,8.0,5.1,62.6
2023-07-01,304.6,3.3,3.5,5.1,5.1,62.6
2023-08-01,306.2,3.7,3.8,4.3,5.3,62.8
2023-09-01,307.3,3.7,3.8,3.3,5.3,62.8
2023-10-01,307.5,3.2,3.8,3.2,5.3,62.7
2023-11-01,308.0,3.1,3.7,2.8,5.3,62.8
2023-12-01,308.7,3.3,3.7,1.6,5.3,62.5
2024-01-01,309.7,3.1,3.7,2.5,5.3,62.5
2024-02-01,311.1,3.2,3.9,2.4,5.3,62.5
2024-03-01,312.2,3.5,3.8,3.0,5.3,62.7
2024-04-01,313.2,3.4,3.9,2.1,5.3,62.7
2024-05-01,313.2,3.3,4.0,2.0,5.3,62.5
2024-06-01,313.0,3.0,4.1,2.3,5.3,62.6
2024-07-01,313.5,2.9,4.3,2.5,5.3,62.7
2024-08-01,314.1,2.6,4.2,2.5,5.3,62.7
2024-09-01,,,4.1,2.4,5.1,62.7
2024-10-01,,,,2.1,,
